ts,value,lag_1d,lag_2d,lag_7d,block_sin,block_cos,dow,is_weekend,is_holiday,month_sin,month_cos,temperature_2m,precipitation,cloud_cover
2026-06-17 23:00:00,4041.76,4137.52,4408.79,4240.29,-0.19509032201612872,0.9807852804032303,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 23:15:00,3984.47,4118.82,4428.24,4100.18,-0.13052619222005168,0.9914448613738104,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 23:30:00,4042.59,4107.12,4391.36,4063.39,-0.0654031292301428,0.9978589232386035,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-17 23:45:00,3903.19,4081.35,4378.38,4124.67,-2.4492935982947064e-16,1.0,2,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 00:00:00,3805.57,3844.71,4001.1,4042.2,0.06540312923014306,0.9978589232386035,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 00:15:00,3764.57,3758.63,3966.79,4044.1,0.13052619222005157,0.9914448613738104,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 00:30:00,3682.01,3757.64,3861.26,3905.46,0.19509032201612825,0.9807852804032304,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 00:45:00,3680.96,3692.87,3720.45,3931.21,0.25881904510252074,0.9659258262890683,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 01:00:00,3572.7,3551.06,3707.98,3783.88,0.3214394653031616,0.9469301294951057,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 01:15:00,3569.68,3540.99,3635.99,3761.64,0.3826834323650898,0.9238795325112867,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 01:30:00,3425.27,3440.76,3585.99,3715.0,0.44228869021900125,0.8968727415326884,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 01:45:00,3419.28,3416.46,3561.92,3642.06,0.49999999999999994,0.8660254037844387,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 02:00:00,3354.64,3378.8,3449.6,3604.67,0.5555702330196022,0.8314696123025452,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 02:15:00,3330.27,3291.96,3432.38,3561.83,0.6087614290087207,0.7933533402912352,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 02:30:00,3282.1,3270.06,3366.88,3454.37,0.6593458151000688,0.7518398074789774,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 02:45:00,3223.53,3211.58,3407.73,3429.32,0.7071067811865476,0.7071067811865476,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 03:00:00,3257.97,3208.23,3365.2,3419.53,0.7518398074789774,0.6593458151000688,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 03:15:00,3165.89,3167.78,3302.35,3358.9,0.7933533402912352,0.6087614290087207,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 03:30:00,3165.66,3190.67,3305.22,3327.17,0.8314696123025451,0.5555702330196024,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 03:45:00,3132.44,3085.06,3274.3,3345.38,0.8660254037844386,0.5000000000000001,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 04:00:00,3137.87,3056.48,3171.36,3299.7,0.8968727415326884,0.44228869021900125,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 04:15:00,3080.93,3111.29,3188.04,3299.61,0.9238795325112867,0.38268343236508984,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 04:30:00,3047.43,3079.4,3150.56,3246.19,0.9469301294951056,0.3214394653031617,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 04:45:00,3100.34,3104.01,3127.13,3221.63,0.9659258262890683,0.25881904510252074,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 05:00:00,3035.54,3032.01,3150.4,3292.69,0.9807852804032304,0.19509032201612833,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 05:15:00,3066.2,3065.47,3134.16,3242.61,0.9914448613738104,0.1305261922200517,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 05:30:00,3035.81,3060.0,3150.05,3269.33,0.9978589232386035,0.06540312923014327,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 05:45:00,3101.62,3066.66,3209.07,3268.0,1.0,6.123233995736766e-17,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 06:00:00,3112.73,3125.24,3162.33,3256.28,0.9978589232386035,-0.06540312923014314,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 06:15:00,3123.11,3085.88,3223.69,3323.06,0.9914448613738104,-0.1305261922200516,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 06:30:00,3121.01,3047.4,3227.19,3301.97,0.9807852804032304,-0.1950903220161282,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 06:45:00,3077.81,3064.97,3166.62,3271.69,0.9659258262890683,-0.25881904510252063,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 07:00:00,3059.51,3027.28,3094.33,3180.59,0.9469301294951057,-0.3214394653031616,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 07:15:00,2955.41,2972.56,3058.71,3220.65,0.9238795325112868,-0.3826834323650895,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 07:30:00,2986.52,2931.66,3065.56,3184.63,0.8968727415326884,-0.44228869021900113,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 07:45:00,2880.9,2873.96,2997.44,3055.1,0.8660254037844387,-0.4999999999999998,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 08:00:00,2853.97,2872.06,2958.74,3087.05,0.8314696123025451,-0.5555702330196023,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 08:15:00,2838.29,2854.29,3019.21,3084.92,0.7933533402912352,-0.6087614290087207,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 08:30:00,2853.96,2863.83,3006.08,3021.69,0.7518398074789774,-0.6593458151000688,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 08:45:00,2870.83,2836.81,3009.19,3074.52,0.7071067811865476,-0.7071067811865475,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 09:00:00,2912.84,2894.37,2958.34,3067.06,0.659345815100069,-0.7518398074789773,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 09:15:00,2932.83,2950.11,3047.77,3111.53,0.6087614290087209,-0.793353340291235,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 09:30:00,2980.41,2947.01,3051.59,3125.55,0.5555702330196025,-0.831469612302545,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 09:45:00,3017.33,2996.69,3101.0,3210.94,0.49999999999999994,-0.8660254037844387,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 10:00:00,2980.56,2991.2,3089.18,3199.83,0.4422886902190017,-0.8968727415326881,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
2026-06-18 10:15:00,3037.64,2984.64,3090.79,3201.64,0.3826834323650899,-0.9238795325112867,3,0,0,1.2246467991473532e-16,-1.0,0.0,0.0,0.0
